"BPUIC";"Station";"Position";"Num_delays";"Num_stops";"percent_on_time"
8502222;"Bonstetten-Wettswil";"47.3259013406,8.46819694029";13;141;90,7801418439716
8502229;"Urdorf Weihermatt";"47.3809700098,8.43034247407";10;141;92,9078014184397
8503103;"Herrliberg-Feldmeilen";"47.2818266004,8.61273348833";0;141;100
8503007;"Zürich Seebach";"47.4187500474,8.54466018901";5;75;93,3333333333333
8503008;"Zürich Affoltern";"47.4209089813,8.50858258494";3;84;96,4285714285714
8503101;"Küsnacht ZH";"47.3191565828,8.58063778944";3;148;97,972972972973
8503104;"Meilen";"47.2698111422,8.64431191081";0;162;100
8503100;"Zollikon";"47.3373346062,8.56974055987";4;141;97,1631205673759
8503141;"Küsnacht Goldbach";"47.3268566964,8.57596423958";8;141;94,3262411347518
8503102;"Erlenbach ZH";"47.3057919232,8.59152235647";4;141;97,1631205673759
8503525;"Otelfingen Golfpark";"47.4558216259,8.4021134148";4;75;94,6666666666667
8503526;"Regensdorf-Watt";"47.4365634899,8.47208491301";1;91;98,9010989010989
8503111;"Winkel am Zürichsee";"47.2972078361,8.59898832243";30;141;78,7234042553192
8503528;"Otelfingen";"47.4549361571,8.38753248433";0;75;100
8503529;"Würenlos";"47.4457594532,8.35766785904";16;75;78,6666666666667
8503004;"Zürich Tiefenbrunnen";"47.3501246373,8.56138988846";4;155;97,4193548387097
8503527;"Buchs-Dällikon";"47.4534053478,8.43560174464";1;75;98,6666666666667
8507494;"Därligen";"46.6597643695,7.81473736677";0;2;100
8503308;"Kloten";"47.4486073311,8.5838096454";1;77;98,7012987012987
8503106;"Männedorf";"47.2534240091,8.69234616957";1;87;98,8505747126437
8503304;"Kemptthal";"47.4528388907,8.70558620929";3;77;96,1038961038961
8503340;"Opfikon";"47.4299548445,8.56179472865";1;77;98,7012987012987
8503108;"Uerikon";"47.2358608014,8.75262523013";2;80;97,5
8503107;"Stäfa";"47.2405272079,8.72165283054";0;87;100
8503112;"Kempraten";"47.238397692,8.81431098566";15;80;81,25
8503109;"Feldbach";"47.2392035255,8.78349775224";1;80;98,75
8503309;"Kloten Balsberg";"47.4422903889,8.57071842695";2;77;97,4025974025974
8503237;"Diesbach-Betschwanden";"46.9461808151,9.02437343467";18;41;56,0975609756098
8503239;"Linthal";"46.9255635637,8.9977948688";1;41;97,5609756097561
8502008;"Nottwil";"47.1388117834,8.13860106486";25;84;70,2380952380952
8503403;"Hüntwangen-Wil";"47.581268881,8.51284803608";0;80;100
8503313;"Niederglatt";"47.4874710565,8.50331553647";1;80;98,75
8503009;"Zürich Wollishofen";"47.34744029,8.53360098792";11;155;92,9032258064516
8503203;"Oberrieden";"47.27967633,8.57846060111";4;78;94,8717948717949
8503205;"Au ZH";"47.2468179083,8.64372592143";2;78;97,4358974358974
8503200;"Kilchberg";"47.324431597,8.54801636547";11;155;92,9032258064516
8503208;"Bäch";"47.2009815971,8.72717425433";3;78;96,1538461538462
8503201;"Rüschlikon";"47.3071318652,8.55516269432";6;155;96,1290322580645
8503129;"Wallisellen";"47.4127230589,8.59192822558";3;215;98,6046511627907
8503210;"Freienbach SBB";"47.2073107259,8.75621861337";2;78;97,4358974358974
8503311;"Rümlang";"47.4540656001,8.5327672959";7;158;95,5696202531646
8516219;"Mellingen Heitersberg";"47.4280750785,8.27636329083";5;55;90,9090909090909
8503124;"Aathal";"47.3359591251,8.76562510867";6;79;92,4050632911392
8506020;"Seuzach";"47.5357669764,8.73888339067";1;36;97,2222222222222
8503512;"Glanzenberg";"47.3988787163,8.42044184995";5;154;96,7532467532468
8506002;"Winterthur Seen";"47.4874354197,8.76681346424";1;34;97,0588235294118
8502106;"Mägenwil";"47.4145081414,8.23515519549";5;55;90,9090909090909
8503506;"Killwangen-Spreitenbach";"47.4333288409,8.35421393402";18;134;86,5671641791045
8506036;"Reutlingen";"47.5296593785,8.75214807518";1;36;97,2222222222222
8506008;"Wila";"47.4177744617,8.84849082341";0;19;100
8506007;"Turbenthal";"47.4373845094,8.84381988765";0;19;100
8506003;"Sennhof-Kyburg";"47.4651768941,8.76034620759";1;33;96,969696969697
8506001;"Winterthur Grüze";"47.4987547049,8.75105522894";1;68;98,5294117647059
8506004;"Kollbrunn";"47.4583241586,8.774016908";0;19;100
8503509;"Schlieren";"47.3991763687,8.44724501036";4;154;97,4025974025974
8506038;"Winterthur Wallrüti";"47.5167216718,8.76088223391";1;36;97,2222222222222
8506016;"Oberwinterthur";"47.5079223324,8.76038920944";1;69;98,5507246376812
8506005;"Rikon";"47.4450098456,8.79633217625";0;19;100
8506012;"Guntershausen";"47.4741213563,8.91703206431";1;34;97,0588235294118
8506035;"Schottikon";"47.5001175338,8.8117191397";13;34;61,7647058823529
8506013;"Aadorf";"47.4881181293,8.90330136421";0;34;100
8506011;"Eschlikon";"47.4614910495,8.95853624143";1;34;97,0588235294118
8506048;"Marthalen";"47.6313797471,8.65606281075";1;78;98,7179487179487
8506049;"Dachsen";"47.6670905433,8.61382275494";0;78;100
8506010;"Sirnach";"47.4619971136,9.00047421982";2;34;94,1176470588235
8506014;"Elgg";"47.4985290889,8.86341151986";0;34;100
8506015;"Räterschen";"47.4986818858,8.79501719495";0;34;100
8516218;"Winterthur Hegi";"47.5014854284,8.76894718875";2;34;94,1176470588235
8506039;"Schloss Laufen am Rheinfall";"47.6765656886,8.61426901826";31;76;59,2105263157895
8506046;"Henggart";"47.5642572262,8.68507519504";4;76;94,7368421052632
8506047;"Andelfingen";"47.5937661665,8.67800163738";0;110;100
8506045;"Hettlingen";"47.5454414729,8.69483420682";2;76;97,3684210526316
8506102;"Hüttlingen-Mettendorf";"47.5823436356,8.97455504745";4;33;87,8787878787879
8506018;"Rickenbach-Attikon";"47.5353573659,8.78917502501";1;33;96,969696969697
8503130;"Hinwil";"47.3000569675,8.83971996098";1;76;98,6842105263158
8503315;"Dielsdorf";"47.4824204787,8.45944372616";5;81;93,8271604938272
8501420;"Massongex";"46.2412066868,6.98566056831";1;1;0
8506101;"Felben-Wellhausen";"47.5771021176,8.9431748761";0;33;100
8502209;"Oberrieden Dorf";"47.2767318248,8.57765280195";10;84;88,0952380952381
8506104;"Märstetten";"47.5828205292,9.06219351655";1;33;96,969696969697
8515992;"Baar Neufeld";"47.1884929069,8.51778071656";12;139;91,3669064748201
8502200;"Ebikon";"47.0842627454,8.34235821712";4;84;95,2380952380952
8515995;"Cham Alpenblick";"47.1822823675,8.47146332744";38;143;73,4265734265734
8502028;"Emmenbrücke Gersag";"47.0783141693,8.2768200794";12;160;92,5
8502306;"Hünenberg Chämleten";"47.1691594477,8.44990847251";11;70;84,2857142857143
8502230;"Zug Chollermüli";"47.1802376228,8.48664569392";19;143;86,7132867132867
8502201;"Gisikon-Root";"47.1213276944,8.39478856666";6;84;92,8571428571429
8515997;"Root D4";"47.1048564777,8.37380809378";20;82;75,609756097561
8502020;"Rothenburg";"47.0881900168,8.24918003636";4;82;95,1219512195122
8506131;"Kreuzlingen";"47.6525527757,9.16908040533";2;33;93,9393939393939
8505005;"Steinen";"47.0476685943,8.60744931328";13;80;83,75
8505111;"Sisikon";"46.949253997,8.62074868788";5;40;87,5
8505003;"Immensee";"47.0916186586,8.46267208892";9;56;83,9285714285714
8505018;"Meggen Zentrum";"47.0451944647,8.374393044";27;46;41,304347826087
8505002;"Küssnacht am Rigi";"47.0835941099,8.43351749599";0;46;100
8505001;"Meggen";"47.0501478318,8.38306144451";9;46;80,4347826086957
8505011;"Merlischachen";"47.0676600027,8.40905810777";38;46;17,3913043478261
8517336;"Luzern Verkehrshaus";"47.0539322718,8.33729728745";2;46;95,6521739130435
8503421;"Jestetten";"";0;3;100
8503420;"Lottstetten";"";0;3;100
8502017;"Waldibrücke";"47.1078993069,8.31971009123";10;83;87,9518072289157
8502022;"Eschenbach";"47.1323960447,8.32279074573";35;83;57,8313253012048
8502025;"Baldegg";"47.185688941,8.28023153445";9;72;87,5
8506217;"Sulgen";"47.5388040261,9.18369439908";0;5;100
8502031;"Hallwil";"47.3286387297,8.17594944173";66;66;0
8502034;"Beinwil am See";"47.2672198143,8.20223549104";7;74;90,5405405405405
8516353;"Baldegg Kloster";"47.1806160026,8.28059755571";17;72;76,3888888888889
8502023;"Ballwil";"47.153767619,8.31689884102";58;83;30,1204819277108
8502026;"Gelfingen";"47.2135590662,8.26482485877";42;72;41,6666666666667
8502019;"Ermensee";"47.2296905797,8.24231443624";43;72;40,2777777777778
8502029;"Mosen";"47.2442923237,8.22415969106";72;72;0
8502032;"Boniswil";"47.3150387723,8.18456058944";66;66;0
8502024;"Hochdorf";"47.1669752066,8.28869963779";9;83;89,1566265060241
8502042;"Hochdorf Schönau";"47.1645693416,8.298733609";41;83;50,6024096385542
8502027;"Hitzkirch";"47.2226727168,8.25200102536";11;72;84,7222222222222
8502030;"Seon";"47.3461489474,8.15880740289";5;66;92,4242424242424
8502033;"Birrwil";"47.2878565649,8.19901726528";8;66;87,8787878787879
8501020;"Chambésy";"46.2409448637,6.14730428549";3;144;97,9166666666667
8501013;"Pont-Céard";"46.2873981446,6.16266554351";29;144;79,8611111111111
8517142;"Lancy-Bachet";"46.1743328594,6.12936217573";9;157;94,2675159235669
8501011;"Les Tuileries";"46.2499463098,6.14733744682";7;144;95,1388888888889
8501021;"Genthod-Bellevue";"46.2567377201,6.15396075261";12;144;91,6666666666667
8501022;"Versoix";"46.2797271531,6.16574125903";20;145;86,2068965517241
8501012;"Creux-de-Genthod";"46.2637677319,6.16131235026";8;144;94,4444444444444
8516272;"Genève-Champel";"46.192193335,6.15349869845";11;157;92,9936305732484
8501015;"Tannay";"46.3076451093,6.18112040173";19;144;86,8055555555556
8516283;"Genève-Sécheron";"46.2224403361,6.14456120159";7;144;95,1388888888889
8501014;"Mies";"46.2984888736,6.16765471213";8;144;94,4444444444444
8504410;"Zollikofen";"47.0018259804,7.46291123529";0;2;100
8507006;"Münsingen";"46.873354141,7.55944234353";1;2;50
8500240;"Olten RB";"47.3625146221,7.91518793531";0;1;100
8503299;"Hurden";"47.2141400186,8.8007300003";0;2;100
8501421;"Monthey";"46.2556564511,6.95522663507";0;1;100
8507496;"Faulensee";"46.673755466,7.69791490209";0;1;100
8503408;"Rekingen AG";"47.5699714096,8.32712565233";0;1;100
